case,method,min_interval,max_interval,nominal_min_rate,nominal_max_rate,n_total,n_sampled,sample_ratio,max_gap,mean_gap,p95_gap,nrmse_mean,correlation,peak_recall_top1,peak_recall_top2,peak_recall_top5,peak_recall_top10,peak_recall_top20
websearch_involuntary_ctx_switches,fixed_fast_boundary,17,20,0.05,0.058823529411764705,1007614,59272,0.058824113202079364,17,17.0,17.0,0.07509401853661025,0.47100047392740574,0.06391425168717745,0.06014291385470425,0.059329098848749505,0.059308661089111855,0.05894145552346642
websearch_involuntary_ctx_switches,omniflow,16,20,0.05,0.0625,1007614,60626,0.06016788174836793,20,16.620272164948453,20.0,0.07325023967068614,0.4895577199854168,0.06232631996824137,0.06252481143310838,0.06184994045256054,0.06217683429104515,0.06201804269509036
websearch_involuntary_ctx_switches,huang_wavelet_rate_inspired,16,20,0.05,0.0625,1007614,62976,0.06250012405544186,21,16.000206431123463,21.0,0.07507994706994009,0.4816008400247892,0.05954743946010321,0.059398570861452955,0.06184994045256054,0.06239517273548297,0.06216194757892438
websearch_involuntary_ctx_switches,magalhaes_truncated_exponential_inspired,16,20,0.05,0.0625,1007614,54577,0.054164590805606115,20,18.46240105540897,20.0,0.07550043595136555,0.46039986707784786,0.05140928940055577,0.054982135768161966,0.056887653830885274,0.05602365994779726,0.05546788936195552
websearch_involuntary_ctx_switches,fixed_slow_boundary,16,20,0.05,0.0625,1007614,50381,0.05000029773306048,20,20.0,20.0,0.07887230700990926,0.41797231940745533,0.05150853513298928,0.049920603414053195,0.050595474394601034,0.04965214716011155,0.049875447841922965
websearch_involuntary_ctx_switches,fixed_fast_boundary,16,20,0.05,0.0625,1007614,62976,0.06250012405544186,16,16.0,16.0,0.07333804487239676,0.48876995478325763,0.065005954743946,0.06436085748312823,0.06321953156014291,0.062266154563769716,0.0625738132809321
websearch_involuntary_ctx_switches,omniflow,15,20,0.05,0.06666666666666667,1007614,63909,0.06342607387352697,20,15.766429867935157,20.0,0.07265397218763602,0.4999080603532902,0.0666931321953156,0.06594878920206432,0.06581976974990075,0.06554123123033713,0.06588362560911463
websearch_involuntary_ctx_switches,huang_wavelet_rate_inspired,15,20,0.05,0.06666666666666667,1007614,78720,0.07812515506930233,16,12.80012449345139,16.0,0.07059094263269605,0.5444740035749169,0.07979356887653831,0.07795752282651847,0.07838427947598253,0.07829418128045573,0.07798156032591975
websearch_involuntary_ctx_switches,magalhaes_truncated_exponential_inspired,15,20,0.05,0.06666666666666667,1007614,55782,0.055360485265190836,20,18.063587960058083,20.0,0.07470576069742776,0.47100216828684227,0.04872965462485113,0.05443628423977769,0.05976578007145693,0.05828644019015294,0.05731880390230347
websearch_involuntary_ctx_switches,fixed_slow_boundary,15,20,0.05,0.06666666666666667,1007614,50381,0.05000029773306048,20,20.0,20.0,0.07887230700990926,0.41797231940745533,0.05150853513298928,0.049920603414053195,0.050595474394601034,0.04965214716011155,0.049875447841922965
websearch_involuntary_ctx_switches,fixed_fast_boundary,15,20,0.05,0.06666666666666667,1007614,67175,0.06666739445859228,15,15.0,15.0,0.07262516349698171,0.503217343116236,0.06589916633584755,0.06545256053989679,0.06691147280666931,0.06619624656365061,0.06644435843232997
